0.975742506	1.121887605
1.929543571	1.063377397
1.744537201	-0.738312514
-0.139733162	1.108652709
2.497179702	-1.527140886
1.498299938	-0.977201146
-1.344645773	-1.078305872
0.047203469	-0.322270179
2.981890638	0.038715832
1.622802921	1.26592577
-0.903449629	-1.554863213
-1.622850346	0.208974494
1.364581922	-0.6752229
-0.500249693	-0.150025484
-2.230301082	-0.103019589
-0.788647426	-0.267500906
-0.742726271	0.948730919
1.549043329	0.862024309
-2.371866655	0.372567425
1.745120664	0.423437415
-0.481339405	-1.459968469
2.086412828	-0.153641004
-1.675283277	-0.625934052
0.98695125	2.36955505
0.689416022	-0.260579692
-1.173054422	0.531545609
-1.252580264	-0.191985016
2.844081767	-0.767338618
-2.359169436	-0.017955385
0.17956107	-1.435320212
1.959394969	0.141592822
1.665065273	-0.815142221
1.112349667	2.20552353
-2.96110965	0.593180291
-0.223726263	-0.734887817
-0.308608765	-0.284990052
0.058095681	-0.535597187
-0.879171515	-0.565611807
-0.854885538	-1.477527774
1.307536755	1.913995075
-1.967042124	0.815207359
0.989605458	0.851663972
1.341177547	-0.408582344
-0.545293471	-1.456670356
-2.772209518	1.38851299
-0.095259701	0.197711649
-0.215081613	-0.960151969
-2.08634304	1.410546903
-2.058197057	-0.605291018
-0.622769035	0.317708548
